*	5251			
สวัสดี	verb	1	to greet or bid farewell by or as if by expressing this interjection.	From Sanskrit स्वस्ति (svasti, “welfare, well-being; blessing; prosperity; success; etc”); probably via Old Khmer svasti, svāsti (“interjection used as opening benediction: well-being! good fortune!”). Cognate with Northern Thai ᩈ᩠ᩅᩢᩔ᩠ᨯᩦ, Modern Khmer សួស្តី (suəsdəy). Compare Pali sotthi, from which Thai โสตถิ is derived.<br>The use of this term as a greeting or farewell was initiated at the Faculty of Arts, Chulalongkorn University, by Phraya Uppakit Sinlapasan (Nim Kanchanachiwa) in 2476 BE (1933/34 CE), and was officially ordained by the nationalist government of Field Marshall Plaek Phibunsongkhram on 22 January 2486 BE (1944 CE).
สวัสติกะ	noun	1	swastika	Borrowed from Sanskrit स्वस्तिक (svastika).
สวาดิ	name	1	(astronomy) Svāti, the 15th of 27 nakshatras in Hindu astronomy, corresponding to Arcturus (α Boötis) in the Boötes constellation.	From Sanskrit स्वाति (svāti).
สวามี	noun	1	(royal, พระ~) synonym of สามี (sǎa-mii)	Borrowed from Sanskrit स्वामिन् (svāmín), probably via Old Khmer svāmī (“lord, master, mistress; proprietor; husband, spouse, wife, consort”). Compare Pre-Angkorian Old Khmer svāmi; Angkorian Old Khmer svāmi, svāmiy; Modern Khmer ស្វាមី (svaaməy). Doublet of สามี (sǎa-mii) and สมี (sà-mǐi).
สวิง	noun	1	hand net	Compare Malay jaring.
สวิง	noun	2	(music) swing	From English swing.
สวิง	verb	2	(sports) to swing (club, racket, etc.)	From English swing.
สวิตช์	noun	1	(electricity) switch: device for turning on or off or directing an electric current or for making or breaking a circuit.	From English switch.
สวิตเซอร์แลนด์	name	1	Switzerland (a country in Europe)	From English Switzerland.
สวีเดน	name	1	Sweden (a country in Europe)	From English Sweden.
สว่าง	adj	1	bright; shining.	From Angkorian Old Khmer ស្វាង (svāṅ) or Pre-Angkorian Old Khmer ស្វាង (svāṅ), សិវាង (sivāṅ, “to get free or clear of, to come out from; to become visible, to emerge; to be clear, bright; first light of day, dawn”). Cognate with Modern Khmer ស្វាង (svaang), Lao ສະຫວ່າງ (sa wāng).
สว่าน	noun	1	drill; auger.	Compare Middle Chinese 鑽 (MC t͡suɑnᴴ).
สสารมืด	noun	1	dark matter	Calque of English dark matter. Same as สสาร (sà-sǎan, “matter”) + มืด (mʉ̂ʉt, “dark”).
สห	pref	1	being united, co-	Borrowed from Sanskrit सह (saha).
สหกรณ์	noun	1	cooperative	From Sanskrit सहकरण (sahakaraṇa, “acting together”) or Pali sahakaraṇa (“idem”). Coined by Prince Bidyalongkorn in 1914.
สหประชาชาติ	name	1	United Nations.	From สห (sà-hà-, “united”) + ประชาชาติ (bprà-chaa-châat, “nation”); calque of English United Nations.
สหรัฐอเมริกา	name	1	United States of America (a country in North America)	From clipping of สหปาลีรัฐอเมริกา, a term coined by Rama VI (1881–1925) to replace สหการีรัฐอเมริกา, a term coined by Wachirayan Warorot (1860–1921) to replace สหกรณรัฐอเมริกา, which was also coined by Rama VI; being a calque of English United States of America; equivalent to Thai สห (sà-hà-, “united”) + รัฐ (rát, “state(s)”) + อเมริกา (à-mee-rí-gaa, “America”).
สหราชอาณาจักร	name	1	United Kingdom (a country in Europe)	Calque of English United Kingdom. Same as สห (sà-hà-, “mixed; united”) + ราชอาณาจักร (râat-chá-aa-naa-jàk, “kingdom”).
สหราชอาณาจักร	noun	1	any united kingdom.	Calque of English United Kingdom. Same as สห (sà-hà-, “mixed; united”) + ราชอาณาจักร (râat-chá-aa-naa-jàk, “kingdom”).
สหราชอาณาจักรบริเตนใหญ่	name	1	United Kingdom of Great Britain.	From สหราชอาณาจักร (sà-hà-râat-chá-aa-naa-jàk, “united kingdom”) + บริเตนใหญ่ (brì-dteen-yài, “Great Britain”); calque of English United Kingdom of Great Britain.
สหราชอาณาจักรบริเตนใหญ่และไอร์แลนด์	name	1	United Kingdom of Great Britain and Ireland.	From สหราชอาณาจักร (sà-hà-râat-chá-aa-naa-jàk, “united kingdom”) + บริเตนใหญ่ (brì-dteen-yài, “Great Britain”) + และ (lɛ́, “and”) + ไอร์แลนด์ (ai-lɛɛn, “Ireland”); calque of English United Kingdom of Great Britain and Ireland.
สหราชอาณาจักรบริเตนใหญ่และไอร์แลนด์เหนือ	name	1	United Kingdom of Great Britain and Northern Ireland.	From สหราชอาณาจักร (sà-hà-râat-chá-aa-naa-jàk, “united kingdom”) + บริเตนใหญ่ (brì-dteen-yài, “Great Britain”) + และ (lɛ́, “and”) + ไอร์แลนด์เหนือ (ai-lɛɛn-nʉ̌ʉa, “Northern Ireland”); calque of English United Kingdom of Great Britain and Northern Ireland.
สหราชอาณาจักรเกรตบริเตน	name	1	United Kingdom of Great Britain.	From สหราชอาณาจักร (sà-hà-râat-chá-aa-naa-jàk, “united kingdom”) + เกรตบริเตน (gréet-brì-dteen, “Great Britain”); calque of English United Kingdom of Great Britain.

สหราชอาณาจักรเกรตบริเตนและนอร์เทิร์นไอร์แลนด์	name	1	United Kingdom of Great Britain and Northern Ireland.	From สหราชอาณาจักร (sà-hà-râat-chá-aa-naa-jàk, “united kingdom”) + เกรตบริเตน (gréet-brì-dteen, “Great Britain”) + และ (lɛ́, “and”) + นอร์เทิร์นไอร์แลนด์ (nɔ́t-tə̂n-ai-lɛ̂n, “Northern Ireland”); calque of English United Kingdom of Great Britain and Northern Ireland.
สหราชอาณาจักรเกรตบริเตนและไอร์แลนด์	name	1	United Kingdom of Great Britain and Ireland.	From สหราชอาณาจักร (sà-hà-râat-chá-aa-naa-jàk, “united kingdom”) + เกรตบริเตน (gréet-brì-dteen, “Great Britain”) + และ (lɛ́, “and”) + ไอร์แลนด์ (ai-lɛɛn, “Ireland”); calque of English United Kingdom of Great Britain and Ireland.
สหสัมพันธ์	noun	1	(mathematics) correlation	From สห (sà-hà-, “co-, together, joint”) + สัมพันธ์ (sǎm-pan, “relation”), Calque of English correlation.
สหัสนัยน์	name	1	(Hinduism, Buddhism) an epithet of the god Indra.	From Pali sahassanayana (literally “thousand eyes”), from sahassa (“thousand”) + nayana (“eye”); equivalent to Thai สหัส + นัยน์ (nai); from the legend that the god Indra was cursed by the sage Gautama to have a thousand vulvae on his body after committing adultery with the sage's wife, Ahalyā, but the vulvae were later turned into eyes.
สหาย	noun	1	(1) (elegant) friend (2) (communism) comrade	First attested in the Inscription of Wat Si Chum (จารึกวัดศรีชุม), c. 1341-1367. Possibly borrowed from Middle Khmer សហាយ (sahāya), from Sanskrit सहाय (sahāya, “friend; follower”).
สอง	num	1	2 (Thai numeral: ๒ (2))	From Proto-Tai *soːŋᴬ, from Middle Chinese 雙 (MC ʃˠʌŋ, “two”). Cognate with Northern Thai ᩈᩬᨦ, Lao ສອງ (sǭng), Lü ᦉᦸᧂ (ṡoang), Tai Dam ꪎꪮꪉ, Shan သွင် (sǎǔng), Tai Nüa ᥔᥩᥒᥴ (sóang), Ahom ???? (soṅ), Bouyei soongl, Zhuang song.
สองมาตรฐาน	noun	1	double standard (situation).	Calque of English double standard. Same as สอง (sɔ̌ɔng) + มาตรฐาน (mâat-dtrà-tǎan).
สอด	verb	1	to insert; to place	Cognate with Lao ສອດ (sǭt), Shan သွတ်ႇ (sàùt), Tai Dam ꪎꪮꪒ.
สอน	verb	1	to teach; to instruct.	From Proto-Tai *soːlᴬ (“to teach”). Cognate with Northern Thai ᩈᩬᩁ, Lao ສອນ (sǭn), Lü ᦉᦸᧃ (ṡoan), Tai Dam ꪎꪮꪙ, Shan သွၼ် (sǎǔn), Tai Nüa ᥔᥩᥢᥴ (sóan), Ahom ???? (son), Zhuang son.
สอบ	noun	1	(education) examination; test.	Cognate with Lao ສອບ (sǭp), Northern Thai ᩈᩬᨷ.
สอบ	verb	1	(1) (now chiefly in combination) to test; to try; to check; to check against a standard; to prove; to proof; to inspect. (2) (of a legal case, crime, fact, etc) to investigate; to inquire (into). (3) (of a document, record, account, etc) to audit; to scrutinise. (4) (of a witness, suspect, party to a legal case, etc) to interrogate; to question. (5) (of a candidate, applicant, etc) to interview. (6) to subject to an examination or test; to host or hold an examination or test (for). (7) to take an examination or test.	Cognate with Lao ສອບ (sǭp), Northern Thai ᩈᩬᨷ.
สอย	verb	1	(1) (of a fruit, flower, etc) to pick, collect, or take with a long stick or the like. (2) (slang, especially from a position, office, or the like) to remove. (3) (slang, especially of newly publicised goods) to take; to get; to acquire; to obtain. (4) (figurative) to reach, especially through distance or difficulty. (5) (slang, especially of something far away) to hit; to attack. (6) (slang) to punch; to jab. (7) (slang) to pick up for a sexual purpose; to select as one's partner in a sexual activity.	Cognate with Lao ສອຍ (sǭi), Northern Thai ᩈᩬ᩠ᨿ, Lü ᦉᦾ (ṡoay), Shan သွႆ (sǎǔǐ).
สะกด	verb	1	(1) (of emotion, feeling, etc) to control; to suppress; to hold. (2) to control through, subject to, or put under (as magic, spell, incantation, hypnosis, etc). (3) (pathology) to block (as a nerve). (4) to spell (as a word, number, etc). (5) to follow; to track; to trail.	Compare Khmer សង្កត់ (sɑɑsɑngkɑt).
สะตอ	noun	1	stink bean; bitter bean (Parkia speciosa).	Compare Min Nan 臭豆 (chhàu-tō͘).
สะบาโต	name	1	(Christianity) Sabbath.	From Italian sabato (“Saturday”); compare Spanish sábado (“Saturday”).
สะพาน	noun	1	bridge (construction).	From Angkorian Old Khmer ស្វាន (svān, “footbridge; bridge”) or Middle Khmer ស្ពាន (sbāna, “bridge”). Compare Modern Khmer ស្ពាន (spiən). Cognate with Lao ສະພານ (sa phān).
สะพาย	verb	1	(transitive) to carry or wear over shoulder	Cognate with Khmer ស្ពាយ (spiəy), Proto-Austronesian *sapay.
สะอาด	adj	1	clean (physically or morally).	From Old Khmer ស្អាត (sʼāta, “to be well-tended, well-groomed, neat, tidy, spruce, clean, etc”), from Proto-Mon-Khmer *cʔaʔ ~ *cʔah ~ *cʔaas. Cognate with Khmer ស្អាត (sʼaat), Lao ສະອາດ (sa ʼāt).
สะเดา	noun	1	neem tree.	Compare Khmer ស្ដៅ (sdaw), Vietnamese sầu đâu.
สะเดาะ	verb	1	(1) to free, release, remove, or loose, using supernatural power or magic. (2) (of bad luck, ill fate, etc) to eliminate or mitigate through a ceremony or rite.	From Old Khmer *stoḥ, *stos (“to spit (out); spit; etc”); from the root toh, *toḥ, *tos (“to free, to untie, to release; to remove, to take away; to eliminate, to get rid of; etc”). Cognate with Modern Khmer ស្ដោះ (sdɑh), ដោះ (dɑh).
สะเต๊ะ	noun	1	satay.	Possibly from Malay sate (“satay”).
สัก	verb	2	to tattoo.	Compare Khmer សាក់ (sak).
สักกะ	name	1	(1) (literary, Buddhism, Hinduism) Indra (2) name of one of the royal families	Borrowed from Pali sakka.
สักขี	noun	1	witness, eyewitness	From Sanskrit साक्षिन् (sākṣin).
สักหลาด	noun	1	felt; flannel.	From Persian سقرلات (saqerlât), from Arabic سِقِلَّات (siqillāt).
สัค	noun	1	(poetic) heaven; paradise.	From Pali sagga, from Sanskrit स्वर्ग (svarga).
สังกะสี	noun	1	(1) zinc. (2) corrugated galvanised iron used to roof.	Possibly from the mistranscription of French zinc (“zinc”) [zɛ̃ɡ] or zingage (“galvanization”) [zɛ̃.ɡaʒ]. Cognate with Khmer ស័ង្កសី (sangkaʼsəy), Lao ສັງກະສີ (sang ka sī).
สังกัด	noun	1	command; supervision; jurisdiction; superiority; higher authority.	From Old Khmer saṅkat (“division, section, part; period of time; etc”). Cognate with Modern Khmer សង្កាត់ (sɑɑsɑngkat).
